,trial_index,arm_name,trial_status,generation_node,k_mean,Kr,Rs,Ar,Vf
0,0,0_0,COMPLETED,Sobol,0.333211822123713,10.0,10000000000.0,1.0,55.0
1,1,1_0,COMPLETED,Sobol,0.10057173984706,100.0,0.0001,6.0,30.0
2,2,2_0,COMPLETED,Sobol,0.12602803533404,55.0,10000.0,2.0,45.0
3,3,3_0,COMPLETED,Sobol,0.032628793924503,25.0,0.0001,4.0,10.0
4,4,4_0,COMPLETED,Sobol,0.065405195314065,15.0,1000000.0,5.0,10.0
5,5,5_0,COMPLETED,Sobol,0.129389310652247,40.0,0.0001,1.0,40.0
6,6,6_0,COMPLETED,Sobol,0.01822787116146,70.0,1000000.0,4.0,25.0
7,7,7_0,COMPLETED,Sobol,0.43637586975474,5.0,0.0001,3.0,55.0
8,8,8_0,COMPLETED,Sobol,0.27690326675295,5.0,10000.0,5.0,35.0
9,9,9_0,COMPLETED,Sobol,0.039161666878744,70.0,0.0001,3.0,15.0
10,10,10_0,COMPLETED,Sobol,0.424267879867527,10.0,10000000000.0,5.0,60.0
11,11,11_0,COMPLETED,Sobol,0.037186814508211,15.0,100.0,1.0,20.0
12,12,12_0,COMPLETED,ProbabilityOfImp,0.061182213380427,55.0,1000000.0,2.0,20.0
13,13,13_0,COMPLETED,ProbabilityOfImp,0.067075152081707,70.0,100.0,4.0,20.0
14,14,14_0,COMPLETED,ProbabilityOfImp,0.034178512580058,70.0,10000.0,4.0,30.0
15,15,6_0,COMPLETED,ProbabilityOfImp,0.118549552125717,70.0,100.0,4.0,25.0
16,16,16_0,COMPLETED,ProbabilityOfImp,0.030788323554808,70.0,1000000.0,4.0,35.0
17,17,17_0,COMPLETED,ProbabilityOfImp,0.171943464433853,10.0,10000000000.0,3.0,35.0
18,18,18_0,COMPLETED,ProbabilityOfImp,0.141900154142867,10.0,10000000000.0,3.0,30.0
19,19,17_0,COMPLETED,ProbabilityOfImp,0.208732497568677,10.0,10000000000.0,3.0,40.0
20,20,17_0,COMPLETED,ProbabilityOfImp,0.115673492187913,10.0,10000000000.0,3.0,25.0
21,21,17_0,COMPLETED,ProbabilityOfImp,0.249551253118743,10.0,10000000000.0,3.0,45.0
22,22,17_0,COMPLETED,ProbabilityOfImp,0.183693611021243,10.0,10000000000.0,4.0,35.0
23,23,17_0,COMPLETED,ProbabilityOfImp,0.16058106871065,10.0,10000000000.0,2.0,35.0
24,24,17_0,COMPLETED,ProbabilityOfImp,0.15198796146529,10.0,10000000000.0,4.0,30.0
25,25,17_0,COMPLETED,ProbabilityOfImp,0.220605964503627,10.0,10000000000.0,4.0,40.0
26,26,17_0,COMPLETED,ProbabilityOfImp,0.131167697842333,10.0,10000000000.0,2.0,30.0
27,27,17_0,COMPLETED,ProbabilityOfImp,0.196934660137213,10.0,10000000000.0,2.0,40.0
28,28,17_0,COMPLETED,ProbabilityOfImp,0.124669887113533,10.0,10000000000.0,4.0,25.0
29,29,17_0,COMPLETED,ProbabilityOfImp,0.10510765025223,10.0,10000000000.0,2.0,25.0
30,30,17_0,COMPLETED,ProbabilityOfImp,0.26335768042396,10.0,10000000000.0,4.0,45.0
31,31,17_0,COMPLETED,ProbabilityOfImp,0.24007792488662,10.0,10000000000.0,2.0,45.0
32,32,17_0,COMPLETED,ProbabilityOfImp,0.093664244336056,10.0,10000000000.0,3.0,20.0
33,33,17_0,COMPLETED,ProbabilityOfImp,0.29719794592188,10.0,10000000000.0,3.0,50.0
34,34,17_0,COMPLETED,ProbabilityOfImp,0.09940011180679,10.0,10000000000.0,4.0,20.0
